chid,chnm,bound_provenance,n_biofam_tested,n_biofam_active,n_biofam_separated,frac_tested_active,frac_tested_separated,family_loss
47391,SAR102608,estimated,38,22,6,0.5789473684210527,0.15789473684210525,16
23380,Norethindrone,estimated,39,24,18,0.6153846153846154,0.46153846153846156,6
20508,Dimethylarsinic acid,default,37,8,8,0.21621621621621623,0.21621621621621623,0
24888,Cyclophosphamide monohydrate,default,38,3,3,0.07894736842105263,0.07894736842105263,0
21834,4-Nitrophenol,estimated,37,13,4,0.35135135135135137,0.10810810810810811,9
24364,Cresol,default,11,3,3,0.2727272727272727,0.2727272727272727,0
20248,Carbazole,estimated,26,13,6,0.5,0.23076923076923078,7
24195,2-(4-Chloro-2-methylphenoxy)acetic acid,default,37,10,10,0.2702702702702703,0.2702702702702703,0
32113,Tebuconazole,estimated,41,29,14,0.7073170731707317,0.34146341463414637,15
42220,Nuarimol,default,14,4,4,0.2857142857142857,0.2857142857142857,0
21056,N-Nitrosomorpholine,estimated,15,2,0,0.13333333333333333,0.0,2
47292,"3-((1-(Aminomethyl)cyclohexyl)methyl)-1,2,4-oxadiazol-5(2H)-one dihydrochloride",default,37,1,1,0.02702702702702703,0.02702702702702703,0
32405,Formetanate hydrochloride,estimated,37,11,4,0.2972972972972973,0.10810810810810811,7
21828,Acetophenone,default,36,6,6,0.16666666666666666,0.16666666666666666,0
26523,Symclosene,default,36,7,7,0.19444444444444445,0.19444444444444445,0
32484,Temephos,estimated,26,18,12,0.6923076923076923,0.46153846153846156,6
21413,"Tris(2,3-dibromopropyl) phosphate",estimated,25,20,14,0.8,0.56,6
21740,1-Butanol,default,17,1,1,0.058823529411764705,0.058823529411764705,0
20606,Bis(2-ethylhexyl)hexanedioate,default,36,7,7,0.19444444444444445,0.19444444444444445,0
47338,HMR1426,estimated,39,32,26,0.8205128205128205,0.6666666666666666,6
47315,PharmaGSID_47315,estimated,36,33,16,0.9166666666666666,0.4444444444444444,17
20867,"4,4'-Methylenebis(o-toluidine)",default,39,15,15,0.38461538461538464,0.38461538461538464,0
32578,Thiodicarb,estimated,37,23,14,0.6216216216216216,0.3783783783783784,9
20634,5-Fluorouracil,estimated,40,23,2,0.575,0.05,21
20887,6-Methylquinoline,default,37,4,4,0.10810810810810811,0.10810810810810811,0
22927,Didanosine,default,37,8,8,0.21621621621621623,0.21621621621621623,0
28033,Triisononyl trimellitate,default,36,5,5,0.1388888888888889,0.1388888888888889,0
20811,Mercuric chloride,estimated,39,27,12,0.6923076923076923,0.3076923076923077,15
24065,"1,3-Dinitrobenzene",default,38,9,9,0.23684210526315788,0.23684210526315788,0
21106,Pentachlorophenol,estimated,37,32,27,0.8648648648648649,0.7297297297297297,5
20375,DDT,estimated,42,31,14,0.7380952380952381,0.3333333333333333,17
25219,Sodium dodecylbenzenesulfonate,estimated,41,33,17,0.8048780487804879,0.4146341463414634,16
21957,Phenyl salicylate,default,17,8,8,0.47058823529411764,0.47058823529411764,0
20093,p-Anisidinium chloride,default,18,7,7,0.3888888888888889,0.3888888888888889,0
44576,"Citric acid, triethyl ester, acetate",default,36,6,6,0.16666666666666666,0.16666666666666666,0
25659,Methyl salicylate,default,36,4,4,0.1111111111111111,0.1111111111111111,0
20283,"4-Chloro-1,2-diaminobenzene",estimated,37,33,12,0.8918918918918919,0.32432432432432434,21
20505,Dimethylaminoethanol,default,37,4,4,0.10810810810810811,0.10810810810810811,0
24299,Hexythiazox,estimated,38,29,9,0.7631578947368421,0.23684210526315788,20
42038,Heptyl butyrate,default,15,3,3,0.2,0.2,0
47448,Potassium chlorate,default,17,2,2,0.11764705882352941,0.11764705882352941,0
37494,Desethylatrazine,default,17,4,4,0.23529411764705882,0.23529411764705882,0
27837,Tripropylene glycol,default,23,4,4,0.17391304347826086,0.17391304347826086,0
34722,Topramezone,default,17,3,3,0.17647058823529413,0.17647058823529413,0
20494,Dimethyl methylphosphonate,default,18,1,1,0.05555555555555555,0.05555555555555555,0
24664,Butyraldehyde oxime,default,16,3,3,0.1875,0.1875,0
47712,Cornmint oil,estimated,15,3,0,0.2,0.0,3
47185,Isopentyl benzoate,default,15,1,1,0.06666666666666667,0.06666666666666667,0
41815,"3,3,5-Trimethylcyclohexanol",default,15,2,2,0.13333333333333333,0.13333333333333333,0
24993,"Dichloro-1,3,5-triazinetrione",default,17,2,2,0.11764705882352941,0.11764705882352941,0
42232,Hydroxycitronellal,default,16,3,3,0.1875,0.1875,0
27134,Bis(2-ethylhexyl) phosphate,estimated,25,19,11,0.76,0.44,8
20047,Allyl isothiocyanate,default,15,4,4,0.26666666666666666,0.26666666666666666,0
26164,2-Methylaniline,default,36,4,4,0.1111111111111111,0.1111111111111111,0
21847,Diphenyl oxide,estimated,25,9,1,0.36,0.04,8
21277,"2E,4E-Hexadienoic acid",default,36,11,11,0.3055555555555556,0.3055555555555556,0
21392,Triethanolamine,default,37,4,4,0.10810810810810811,0.10810810810810811,0
27581,"1,5,9-Cyclododecatriene",default,36,3,3,0.08333333333333333,0.08333333333333333,0
23892,Abamectin,estimated,39,37,13,0.9487179487179487,0.3333333333333333,24
44828,Ethyl undec-10-enoate,default,15,3,3,0.2,0.2,0
20843,"Methyl (9Z,12Z)-octadecadienoate",estimated,28,20,7,0.7142857142857143,0.25,13
38864,"2,2'-Methylenebis(ethyl-6-tert-butylphenol)",estimated,19,14,7,0.7368421052631579,0.3684210526315789,7
25612,2-Methylpentanedinitrile,default,15,1,1,0.06666666666666667,0.06666666666666667,0
29572,Benoxacor,estimated,25,14,7,0.56,0.28,7
47205,2-Ethylhexyl trans-4-methoxycinnamate,default,16,4,4,0.25,0.25,0
21455,C.I. Acid Yellow 23,estimated,36,12,7,0.3333333333333333,0.19444444444444445,5
26141,Thioglycolic acid,default,16,1,1,0.0625,0.0625,0
26838,Isopropyl tetradecanoate,default,17,4,4,0.23529411764705882,0.23529411764705882,0
27142,"1,2-Dichloro-4-(trifluoromethyl)benzene",default,15,2,2,0.13333333333333333,0.13333333333333333,0
29154,Cyclopentanone,default,16,1,1,0.0625,0.0625,0
41425,(2E)-2-Hexenal,default,15,3,3,0.2,0.2,0
25864,4-Ethoxyaniline,default,18,7,7,0.3888888888888889,0.3888888888888889,0
38298,1-Hydroxypyrene,estimated,41,25,18,0.6097560975609756,0.43902439024390244,7
25688,Morpholine,default,15,1,1,0.06666666666666667,0.06666666666666667,0
47517,"Hexanedioic acid, di-C7-9-branched and linear alkyl esters",estimated,17,4,0,0.23529411764705882,0.0,4
40112,Ethyl heptanoate,default,36,3,3,0.08333333333333333,0.08333333333333333,0
34653,Hexaconazole,estimated,38,32,16,0.8421052631578947,0.42105263157894735,16
32673,Pyrithiobac sodium,default,37,5,5,0.13513513513513514,0.13513513513513514,0
26691,Triacetin,default,37,6,6,0.16216216216216217,0.16216216216216217,0
27312,1-Phenoxy-2-propanol,default,17,4,4,0.23529411764705882,0.23529411764705882,0
21863,Diethyl propanedioate,default,17,2,2,0.11764705882352941,0.11764705882352941,0
27633,Irganox 1010,default,15,4,4,0.26666666666666666,0.26666666666666666,0
42494,Trimethoxypropylsilane,default,15,2,2,0.13333333333333333,0.13333333333333333,0
41413,R-(-)-Carvone,default,16,3,3,0.1875,0.1875,0
20618,"4-(5,6,7,8-Tetrahydroimidazo(1,5-a)pyridin-5-yl)benzonitrile monohydrochloride",default,16,3,3,0.1875,0.1875,0
32610,Etofenprox,default,39,13,13,0.3333333333333333,0.3333333333333333,0
41492,3-Phenylhexane,default,16,3,3,0.1875,0.1875,0
21764,1-Amino-2-propanol,default,15,1,1,0.06666666666666667,0.06666666666666667,0
23193,Lactose,default,16,1,1,0.0625,0.0625,0
41957,Ethyl orthoformate,default,16,2,2,0.125,0.125,0
21639,Nonanal,estimated,27,4,2,0.14814814814814814,0.07407407407407407,2
26566,"Dimethyl cyclohexane-1,4-dicarboxylate",default,17,3,3,0.17647058823529413,0.17647058823529413,0
41208,Decyl beta-D-glucopyranoside,estimated,15,3,0,0.2,0.0,3
27921,"Dipropylene glycol, dibenzoate",estimated,38,8,5,0.21052631578947367,0.13157894736842105,3
40342,"4-Ethyl-1,3-dioxolan-2-one",default,16,2,2,0.125,0.125,0
20240,Caprolactam,estimated,36,6,0,0.16666666666666666,0.0,6
20601,"4,5-Dihydro-2-mercaptoimidazole",default,38,11,11,0.2894736842105263,0.2894736842105263,0
20910,Busulfan,default,39,10,10,0.2564102564102564,0.2564102564102564,0
21029,N-Nitrosodimethylamine,default,36,4,4,0.1111111111111111,0.1111111111111111,0
41267,1-Ethoxy-2-propanol,default,15,2,2,0.13333333333333333,0.13333333333333333,0
25451,"4-(2,6,6-Trimethyl-cyclohex-1-enyl)-but-3-en-2-one",default,15,4,4,0.26666666666666666,0.26666666666666666,0
25234,Eosin,estimated,19,11,3,0.5789473684210527,0.15789473684210525,8
25143,"2,3-Dimethylphenol",estimated,24,12,5,0.5,0.20833333333333334,7
38924,Hexyl salicylate,estimated,24,11,2,0.4583333333333333,0.08333333333333333,9
41715,"C.I. Acid Violet 12, disodium salt",estimated,18,7,0,0.3888888888888889,0.0,7
33058,"4-Amino-1,2,4-triazole",default,37,5,5,0.13513513513513514,0.13513513513513514,0
29262,"2,6-Di-tert-butyl-4-ethylphenol",estimated,18,10,5,0.5555555555555556,0.2777777777777778,5
42062,Isobornyl propanoate,default,16,1,1,0.0625,0.0625,0
21553,Decanal,default,25,9,9,0.36,0.36,0
41663,Benzyl cinnamate,default,19,8,8,0.42105263157894735,0.42105263157894735,0
40795,Chloramine-T trihydrate,default,16,4,4,0.25,0.25,0
26259,Tris(2-chloroisopropyl)phosphate,default,25,8,8,0.32,0.32,0
20161,Biphenyl,default,37,7,7,0.1891891891891892,0.1891891891891892,0
25453,3-Methylbutyl acetate,default,36,2,2,0.05555555555555555,0.05555555555555555,0
24394,Acetic acid,default,36,4,4,0.1111111111111111,0.1111111111111111,0
26262,"Tris(2,3-epoxypropyl)isocyanurate",estimated,37,19,7,0.5135135135135135,0.1891891891891892,12
26726,Citronellol,estimated,36,8,3,0.2222222222222222,0.08333333333333333,5
44443,"N,N-Dibutyl-N-methylbutan-1-aminium chloride",default,16,3,3,0.1875,0.1875,0
41719,"C.I. Acid Yellow 17, disodium salt",estimated,17,5,1,0.29411764705882354,0.058823529411764705,4
32431,S-Metolachlor,estimated,16,7,4,0.4375,0.25,3
47590,2-Phenylethyl benzoate,default,16,6,6,0.375,0.375,0
48193,"4,4'-Di-tert-butylbiphenyl",default,17,1,1,0.058823529411764705,0.058823529411764705,0
36229,Sodium decyl sulfate,default,17,7,7,0.4117647058823529,0.4117647058823529,0
27983,Dipropylene glycol monomethyl ether,default,36,7,7,0.19444444444444445,0.19444444444444445,0
22048,Flavone,estimated,17,9,2,0.5294117647058824,0.11764705882352941,7
41487,"3,7-Dimethyloctan-3-yl acetate",default,16,3,3,0.1875,0.1875,0
32518,"4,5-Dichloro-3H-1,2-dithiol-3-one",estimated,30,25,13,0.8333333333333334,0.43333333333333335,12
48202,Isopropyl phenyl ketone,default,16,1,1,0.0625,0.0625,0
36588,"Glycols, polyethylene, mono(p-nonylphenyl) ether",estimated,19,14,5,0.7368421052631579,0.2631578947368421,9
34361,Denatonium saccharide,default,25,8,8,0.32,0.32,0
26781,4-Methyl-2-pentanol,default,36,5,5,0.1388888888888889,0.1388888888888889,0
36105,2-tert-Butylcyclohexyl acetate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
25607,"1,2-Dimethoxy-4-(2-propen-1-yl)benzene",default,37,8,8,0.21621621621621623,0.21621621621621623,0
21928,Ethylene glycol monoethyl ether acetate,default,38,2,2,0.05263157894736842,0.05263157894736842,0
32358,Cymoxanil,default,39,18,18,0.46153846153846156,0.46153846153846156,0
35288,"(8E,10E)-8,10-Dodecadien-1-ol",estimated,19,11,5,0.5789473684210527,0.2631578947368421,6
21062,N-Nitrosopyrrolidine,estimated,16,4,2,0.25,0.125,2
27461,Thiocarbazide,estimated,19,9,6,0.47368421052631576,0.3157894736842105,3
20889,4-Methylstyrene,default,15,3,3,0.2,0.2,0
25292,"2-Ethyl-1,3-hexanediol",default,15,2,2,0.13333333333333333,0.13333333333333333,0
44570,"1,2-Ethanediamine dihydroiodide",estimated,16,4,1,0.25,0.0625,3
40343,Benzyl bromoacetate,default,15,6,6,0.4,0.4,0
41293,2-((Dimethylamino)methyl)phenol,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47487,Sodium nonyl sulfate,default,16,3,3,0.1875,0.1875,0
27433,"N-[3-(Trimethoxysilyl)propyl]ethane-1,2-diamine",estimated,15,3,0,0.2,0.0,3
34229,gamma-Nonanolactone,default,16,1,1,0.0625,0.0625,0
24031,"(E)-1,2-Dichloroethylene",default,15,3,3,0.2,0.2,0
24985,"1,3-Dichloro-5,5-dimethylhydantoin",default,36,2,2,0.05555555555555555,0.05555555555555555,0
29221,Clopyralid,default,36,5,5,0.1388888888888889,0.1388888888888889,0
20620,Fenthion,estimated,39,22,12,0.5641025641025641,0.3076923076923077,10
32514,"1,2-Benzenedicarboxaldehyde",estimated,39,19,11,0.48717948717948717,0.28205128205128205,8
38732,Diethyl butanedioate,default,36,13,13,0.3611111111111111,0.3611111111111111,0
35152,"1-(Hydroxymethyl)-5,5-dimethylhydantoin",default,36,8,8,0.2222222222222222,0.2222222222222222,0
21937,1-Heptanol,default,25,4,4,0.16,0.16,0
44818,2-Butyloctan-1-ol,estimated,24,10,2,0.4166666666666667,0.08333333333333333,8
27738,(Methylcyclopentadienyl)tricarbonylmanganese,default,18,7,7,0.3888888888888889,0.3888888888888889,0
21790,2-Nitrophenol,default,16,3,3,0.1875,0.1875,0
41557,Dihydromyrcenol,default,16,3,3,0.1875,0.1875,0
20268,Chlorendic acid,default,39,4,4,0.10256410256410256,0.10256410256410256,0
29353,Acetylcedrene,estimated,20,7,2,0.35,0.1,5
25017,Dicumyl peroxide,estimated,37,17,2,0.4594594594594595,0.05405405405405406,15
21391,Tris(methylphenyl) phosphate,estimated,30,22,7,0.7333333333333333,0.23333333333333334,15
41440,2-Methylbutyl isovalerate,estimated,17,6,1,0.35294117647058826,0.058823529411764705,5
21997,1-(2-Aminoethyl)piperazine,default,15,4,4,0.26666666666666666,0.26666666666666666,0
42426,Sulfosuccinic acid,default,16,2,2,0.125,0.125,0
42189,"N,N-Diisopropylaniline",default,16,1,1,0.0625,0.0625,0
25152,Dimethyl succinate,default,37,4,4,0.10810810810810811,0.10810810810810811,0
27320,Sodium 4-nitrophenolate,estimated,36,10,1,0.2777777777777778,0.027777777777777776,9
21872,4-Methylbenzenamine,default,37,7,7,0.1891891891891892,0.1891891891891892,0
23792,4-Nitrotoluene,default,36,6,6,0.16666666666666666,0.16666666666666666,0
21941,2-(2-Ethoxyethoxy)ethanol,default,36,1,1,0.027777777777777776,0.027777777777777776,0
32637,Pymetrozine,default,39,8,8,0.20512820512820512,0.20512820512820512,0
21739,1-Propanol,default,16,2,2,0.125,0.125,0
21240,Retinol acetate,estimated,20,13,4,0.65,0.2,9
21916,2-Heptanone,estimated,16,6,1,0.375,0.0625,5
22100,4-Propylphenol,default,18,7,7,0.3888888888888889,0.3888888888888889,0
47167,N-Methylacetamide,default,36,2,2,0.05555555555555555,0.05555555555555555,0
20485,C.I. Disperse Black 6 dihydrochloride,estimated,37,27,14,0.7297297297297297,0.3783783783783784,13
41646,"C.I. Acid Yellow 34, monosodium salt",estimated,18,4,3,0.2222222222222222,0.16666666666666666,1
29128,Tetrahydrofurfuryl alcohol,default,16,2,2,0.125,0.125,0
27826,Dicyclohexyl sodium sulfosuccinate,default,16,5,5,0.3125,0.3125,0
41955,Ethyl diethanolamine,default,16,2,2,0.125,0.125,0
32591,"1-Bromo-3-chloro-5,5-dimethylhydantoin",default,16,4,4,0.25,0.25,0
41661,2-Hydroxybenzonitrile,default,17,3,3,0.17647058823529413,0.17647058823529413,0
21780,Diethyl phthalate,default,39,4,4,0.10256410256410256,0.10256410256410256,0
21976,2-Phenoxyethanol,default,36,3,3,0.08333333333333333,0.08333333333333333,0
22508,4-Dodecylphenol,estimated,21,17,8,0.8095238095238095,0.38095238095238093,9
34665,Imazapyr,default,39,4,4,0.10256410256410256,0.10256410256410256,0
21956,Di-n-octyl phthalate,default,39,8,8,0.20512820512820512,0.20512820512820512,0
21094,"4,4'-Oxydianiline",default,38,13,13,0.34210526315789475,0.34210526315789475,0
21947,1-Tridecanol,estimated,37,15,3,0.40540540540540543,0.08108108108108109,12
38696,Ethyl benzoate,default,15,3,3,0.2,0.2,0
21907,Propanedinitrile,estimated,18,8,2,0.4444444444444444,0.1111111111111111,6
30060,"2,2-Dichloropropane",default,15,4,4,0.26666666666666666,0.26666666666666666,0
41346,"2,4-D-ethyl ester",default,16,2,2,0.125,0.125,0
23113,2-Methoxyphenol,default,16,3,3,0.1875,0.1875,0
20493,Dimethyl phosphonate,default,18,2,2,0.1111111111111111,0.1111111111111111,0
24263,Phosphoric acid,default,16,3,3,0.1875,0.1875,0
20616,"1,8-Cineol",default,15,3,3,0.2,0.2,0
29559,Diazolidinyl urea,default,16,2,2,0.125,0.125,0
47633,Ethyl oleate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
48207,Diphenyl phosphate,default,17,2,2,0.11764705882352941,0.11764705882352941,0
20044,Allyl alcohol,estimated,15,3,0,0.2,0.0,3
21856,4-Butylaniline,default,16,5,5,0.3125,0.3125,0
26880,"1,2-Ethanediol diacetate",default,17,5,5,0.29411764705882354,0.29411764705882354,0
24045,Ethyl sulfate (Et2SO4),default,36,1,1,0.027777777777777776,0.027777777777777776,0
20528,"2,6-Dinitrotoluene",default,37,6,6,0.16216216216216217,0.16216216216216217,0
24234,Norflurazon,default,38,16,16,0.42105263157894735,0.42105263157894735,0
21689,Undecane,default,36,3,3,0.08333333333333333,0.08333333333333333,0
20370,Daminozide,default,38,4,4,0.10526315789473684,0.10526315789473684,0
25291,2-Ethylhexaldehyde,default,16,2,2,0.125,0.125,0
34929,Spiromesifen,default,17,6,6,0.35294117647058826,0.35294117647058826,0
21921,"2-Butyne-1,4-diol",default,16,6,6,0.375,0.375,0
20929,Niacinamide,default,16,2,2,0.125,0.125,0
44904,C.I. Acid Blue 22,default,16,5,5,0.3125,0.3125,0
21980,Ethyl hexanoate,default,16,3,3,0.1875,0.1875,0
23871,Amitraz,estimated,37,21,5,0.5675675675675675,0.13513513513513514,16
31380,Glycoluril,default,16,3,3,0.1875,0.1875,0
25102,3-(Dimethylamino)propylamine,default,16,1,1,0.0625,0.0625,0
26251,Triphenylphosphine,estimated,17,8,4,0.47058823529411764,0.23529411764705882,4
27072,Sodium phenolate,default,17,3,3,0.17647058823529413,0.17647058823529413,0
22320,Triphenylethylene,default,17,8,8,0.47058823529411764,0.47058823529411764,0
29650,Menthol,default,15,3,3,0.2,0.2,0
34864,Propoxycarbazone-sodium,default,36,7,7,0.19444444444444445,0.19444444444444445,0
47318,SB202235,estimated,36,11,8,0.3055555555555556,0.2222222222222222,3
23541,Pyridoxine,default,36,2,2,0.05555555555555555,0.05555555555555555,0
20921,2-Naphthylamine,default,39,20,20,0.5128205128205128,0.5128205128205128,0
32532,Carfentrazone-ethyl,estimated,37,15,4,0.40540540540540543,0.10810810810810811,11
20628,Fluometuron,default,38,14,14,0.3684210526315789,0.3684210526315789,0
24999,"3,4-Dichloronitrobenzene",default,36,9,9,0.25,0.25,0
27032,2-Amino-2-methylpropan-1-ol,default,15,4,4,0.26666666666666666,0.26666666666666666,0
48191,"4,4'-Methylenebis(2,6-diethylaniline)",estimated,17,9,5,0.5294117647058824,0.29411764705882354,4
41636,(+/-)-alpha-Methylbenzyl acetate,default,17,1,1,0.058823529411764705,0.058823529411764705,0
25662,Methyl styryl ketone,default,15,3,3,0.2,0.2,0
21943,2-Undecanone,default,16,3,3,0.1875,0.1875,0
41265,2-Hexyl-1-decanol,default,23,8,8,0.34782608695652173,0.34782608695652173,0
26314,Zinc pyrithione,estimated,19,14,6,0.7368421052631579,0.3157894736842105,8
27650,Diallyldimethylammonium chloride,default,15,1,1,0.06666666666666667,0.06666666666666667,0
20189,FD&C Blue No. 1,estimated,38,18,11,0.47368421052631576,0.2894736842105263,7
48208,Methyl 2-methylbenzoate,default,17,1,1,0.058823529411764705,0.058823529411764705,0
41877,Dimethylbenzylcarbinyl acetate,default,16,1,1,0.0625,0.0625,0
32345,Chlorhexidine diacetate,estimated,23,17,10,0.7391304347826086,0.43478260869565216,7
29649,"1,3-Benzenedimethanamine",estimated,15,4,3,0.26666666666666666,0.2,1
26922,Tetraethylene glycol,default,16,4,4,0.25,0.25,0
24304,Sethoxydim,default,38,11,11,0.2894736842105263,0.2894736842105263,0
27955,Isooctyl acrylate,default,38,6,6,0.15789473684210525,0.15789473684210525,0
47628,Dicyclohexyl disulfide,estimated,36,10,1,0.2777777777777778,0.027777777777777776,9
47249,Fandosentan potassium salt,estimated,39,26,6,0.6666666666666666,0.15384615384615385,20
27360,Ammonium carbamate,default,36,3,3,0.08333333333333333,0.08333333333333333,0
34212,Spiroxamine,estimated,40,21,18,0.525,0.45,3
41442,Sodium 2-naphthalenesulfonate,default,16,4,4,0.25,0.25,0
27891,Calcium dodecylbenzene sulfonate,estimated,27,20,4,0.7407407407407407,0.14814814814814814,16
27868,tert-Nonanethiol,default,16,4,4,0.25,0.25,0
24704,4-tert-Butyltoluene,default,15,3,3,0.2,0.2,0
20770,Kepone,estimated,41,38,22,0.926829268292683,0.5365853658536586,16
