chid,casn,chnm,n_tested,n_active,n_selective,n_biofamilies_active,n_biofamilies_selective,family_loss
44825,585-34-2,3-tert-Butylphenol,499,24,24,6,6,0
29217,1569-01-3,1-Propoxy-2-propanol,642,7,7,4,4,0
47796,NOCAS_47796,Formalin,456,1,1,1,1,0
41512,140-38-5,4-Chlorophenylurea,389,3,3,3,3,0
48196,2396-68-1,4-tert-Butylbenzenethiol,442,21,21,5,5,0
26548,90-72-2,"2,4,6-Tris(dimethylaminomethyl)phenol",639,4,4,2,2,0
36105,88-41-5,2-tert-Butylcyclohexyl acetate,376,2,2,2,2,0
40775,8000-41-7,Terpineol,453,3,3,3,3,0
42494,1067-25-0,Trimethoxypropylsilane,375,2,2,2,2,0
48193,1625-91-8,"4,4'-Di-tert-butylbiphenyl",378,6,6,1,1,0
25505,60-33-3,Linoleic acid,744,105,12,11,5,6
34583,2122-70-5,Ethyl 1-naphthaleneacetate,389,22,22,5,5,0
21224,6459-94-5,C.I. Acid Red 114,663,156,14,15,5,10
25403,6789-88-4,Hexyl benzoate,375,13,1,5,1,4
20813,115-09-3,Methylmercuric(II) chloride,377,219,104,15,5,10
29298,9004-82-4,"alpha-Sulfo-omega-(dodecyloxy)poly(oxy-1,2-ethanediyl) sodium salt",398,64,8,14,3,11
24873,108-80-5,Cyanuric acid,954,8,8,6,6,0
47879,117-99-7,2-Hydroxybenzophenone,638,38,5,5,3,2
21390,96-18-4,"1,2,3-Trichloropropane",976,8,8,4,4,0
26258,140-08-9,Tris(2-chloroethyl) phosphite,639,1,1,1,1,0
26841,110-33-8,Dihexyl hexanedioate,486,6,6,3,3,0
35708,25155-18-4,Methylbenzethonium chloride,677,334,33,19,6,13
25220,112-55-0,1-Dodecanethiol,750,90,9,11,4,7
48199,4344-55-2,4-Butyloxyaniline,378,18,18,6,6,0
47497,119-07-3,Octyl decyl phthalate,387,12,12,3,3,0
48203,6285-05-8,Ethyl 4-chlorophenyl ketone,375,2,2,2,2,0
32303,53939-28-9,(Z)-11-Hexadecenal,375,5,5,2,2,0
21113,8006-90-4,Peppermint oil,375,9,9,2,2,0
21175,9005-65-6,Polysorbate 80,375,14,1,4,1,3
22437,500-38-9,Nordihydroguaiaretic acid,415,157,34,14,8,6
25355,111-30-8,Glutaraldehyde,1038,116,7,18,5,13
21997,140-31-8,1-(2-Aminoethyl)piperazine,638,7,7,4,4,0
22055,540-88-5,tert-Butyl acetate,376,1,1,1,1,0
27852,25168-05-2,Chlorotoluene,375,1,1,1,1,0
48192,15499-27-1,4-Butylchlorobenzene,374,2,2,2,2,0
26033,126-92-1,Sodium ethasulfate,452,4,4,2,2,0
21477,13755-29-8,Sodium tetrafluoroborate,639,3,3,2,2,0
27364,1118-92-9,"N,N-Dimethyloctanamide",374,1,1,1,1,0
42422,93-56-1,Styrene glycol,374,3,3,2,2,0
27184,541-02-6,Decamethylcyclopentasiloxane,375,4,4,1,1,0
42406,512-42-5,Sodium methyl sulfate,374,5,0,2,0,2
26501,80-56-8,alpha-Pinene,715,2,2,2,2,0
41442,532-02-5,Sodium 2-naphthalenesulfonate,389,7,7,4,4,0
42234,29836-26-8,Octyl beta-D-glucopyranoside,374,1,1,1,1,0
27304,753-73-1,Dimethyltin dichloride,638,83,15,7,4,3
29164,127-39-9,"Sodium 1,4-diisobutyl sulfosuccinate",374,5,5,2,2,0
40711,87-24-1,Ethyl 2-methylbenzoate,374,13,0,5,0,5
21655,109-52-4,Pentanoic acid,716,4,4,3,3,0
34764,111991-09-4,Nicosulfuron,485,7,7,6,6,0
38696,93-89-0,Ethyl benzoate,375,10,10,3,3,0
26178,2244-21-5,Potassium dichloroisocyanurate,374,0,0,0,0,0
20656,77-06-5,Gibberellic acid,637,2,2,2,2,0
25135,89-87-2,"1,3-Dimethyl-4-nitrobenzene",637,18,0,6,0,6
34376,3734-33-6,Denatonium benzoate,760,21,21,10,10,0
25612,4553-62-2,2-Methylpentanedinitrile,637,1,1,1,1,0
22014,150-78-7,Hydroquinone dimethyl ether,637,3,3,3,3,0
42232,107-75-5,Hydroxycitronellal,455,7,7,3,3,0
26141,68-11-1,Thioglycolic acid,640,2,2,1,1,0
35214,3391-86-4,1-Octen-3-ol,374,13,13,2,2,0
40484,66575-29-9,Forskolin,668,128,58,11,9,2
42096,6706-59-8,L-Glucitol,375,7,7,2,2,0
41208,58846-77-8,Decyl beta-D-glucopyranoside,375,16,0,3,0,3
27833,24549-06-2,2-Ethyl-6-methylaniline,638,12,12,3,3,0
20969,79-24-3,Nitroethane,638,4,4,3,3,0
21364,636-21-5,2-Methylaniline hydrochloride,643,18,18,5,5,0
41237,99-86-5,alpha-Terpinene,482,20,20,7,7,0
48187,199584-38-8,1-Methoxy-4-tert-pentylcyclohexane,374,6,6,3,3,0
44693,553-70-8,Magnesium dibenzoate,375,2,2,2,2,0
20870,119-47-1,"2,2'-Methylenebis(4-methyl-6-tert-butylphenol)",663,368,21,18,6,12
36933,16893-85-9,Sodium hexafluorosilicate,372,0,0,0,0,0
21984,124-22-1,1-Dodecanamine,703,60,25,7,4,3
27650,7398-69-8,Diallyldimethylammonium chloride,637,1,1,1,1,0
26228,78-40-0,Triethyl phosphate,637,9,9,5,5,0
20673,2353-45-9,FD&C Green No. 3,401,89,11,15,8,7
27402,1459-93-4,Dimethyl isophthalate,648,27,12,8,7,1
47957,1219-38-1,Octylparaben,724,237,27,15,3,12
38881,633-96-5,C.I. Acid Orange 7,393,84,6,12,4,8
29290,7785-26-4,(-)-alpha-Pinene,636,8,1,3,1,2
44823,5536-61-8,Sodium methacrylate,373,0,0,0,0,0
26769,107-46-0,Hexamethyldisiloxane,714,2,2,1,1,0
44902,27253-33-4,Calcium neodecanoate,373,19,19,4,4,0
32511,7779-27-3,"1,3,5-Triethylhexahydro-s-triazine",495,28,28,8,8,0
44888,2457-01-4,Barium bis(2-ethylhexanoate),373,6,6,2,2,0
47712,68917-18-0,Cornmint oil,373,9,0,3,0,3
41643,1008-72-6,Sodium 2-formylbenzenesulfonate,388,4,4,4,4,0
22508,104-43-8,4-Dodecylphenol,456,209,48,17,8,9
24721,464-49-3,D-Camphor,920,7,7,3,3,0
20425,117-80-6,Dichlone,657,312,26,16,5,11
44538,13301-61-6,C.I. Disperse Orange 37,397,74,9,11,2,9
41567,141-22-0,"(9Z,12R)-12-Hydroxyoctadec-9-enoic acid",469,67,3,9,3,6
20372,53-19-0,Mitotane,736,224,68,11,9,2
36467,27344-41-8,"Disodium 4,4'-bis(2-sulfostyryl)biphenyl",396,67,67,10,10,0
35589,68959-20-6,Didecylmethyl(3-(trimethoxysilyl)propyl)ammonium chloride,395,160,10,13,5,8
22048,525-82-6,Flavone,655,96,7,9,2,7
21770,79-95-8,"2,2',6,6'-Tetrachlorobisphenol A",863,299,80,21,15,6
22406,131-56-6,"2,4-Dihydroxybenzophenone",878,123,47,14,9,5
25234,17372-87-1,Eosin,654,156,4,11,3,8
29353,32388-55-9,Acetylcedrene,665,70,11,7,2,5
21666,544-63-8,Tetradecanoic acid,654,22,22,8,8,0
23296,61-73-4,C.I. Basic Blue 9,669,267,73,16,12,4
22353,92-04-6,"3-Chloro[1,1′-biphenyl]-4-ol",468,129,35,12,6,6
21788,88-30-2,3-(Trifluoromethyl)-4-nitrophenol,392,111,9,13,5,8
37028,57-09-0,Hexadecyltrimethylammonium bromide,660,317,33,16,6,10
21777,83-88-5,Riboflavin,993,121,19,13,5,8
27926,27193-86-8,n-Dodecylphenol,718,339,57,17,7,10
22408,143-74-8,Phenol red,659,69,4,9,3,6
24986,80-07-9,"4,4'-Dichlorodiphenyl sulfone",560,72,72,13,13,0
48186,67-30-1,Tetrac,881,318,80,30,17,13
26314,13463-41-7,Zinc pyrithione,823,430,79,14,6,8
22526,94-18-8,Benzyl 4-hydroxybenzoate,667,117,33,10,7,3
34997,81741-28-8,Tributyltetradecylphosphonium chloride,678,386,85,20,12,8
41728,2870-32-8,C.I. Direct Yellow 12,396,49,8,7,5,2
27756,13826-35-2,3-Phenoxybenzenemethanol,728,68,68,7,7,0
23430,78-11-5,Pentaerythritol tetranitrate,464,7,7,3,3,0
20278,97-00-7,"1-Chloro-2,4-dinitrobenzene",656,309,32,14,7,7
20929,98-92-0,Niacinamide,915,3,3,2,2,0
37730,31519-22-9,"1,4-Dihydroxy-2-naphthoic acid",410,158,28,14,8,6
25857,66-71-7,"1,10-Phenanthroline",650,204,61,11,7,4
44718,68555-86-2,C.I. Acid Orange 156,408,69,8,14,3,11
25478,108-21-4,Isopropyl acetate,650,6,6,2,2,0
74059,56860-81-2,"Difluoromethyl 1H,1H-perfluoropropyl ether",100,2,2,1,1,0
379359,239795-57-4,2-Vinylperfluorobutane,100,0,0,0,0,0
275806,1694-30-0,3H-Perfluoro-4-hydroxy-3-penten-2-one,100,1,1,1,1,0
59881,356-24-1,Methyl perfluorobutanoate,100,0,0,0,0,0
21138,106-50-3,"1,4-Benzenediamine",930,144,22,12,8,4
42171,1541-81-7,4-Dodecylmorpholine,397,30,30,6,6,0
42326,163702-08-7,Perfluoroisobutyl methyl ether,100,0,0,0,0,0
22320,58-72-0,Triphenylethylene,465,66,66,8,8,0
21087,604-75-1,Oxazepam,810,47,8,7,1,6
27875,25496-72-4,Glyceryl monooleate,388,30,30,9,9,0
379730,813-03-6,5H-Octafluoropentanoyl fluoride,100,0,0,0,0,0
285748,374-41-4,Methyl perfluoroethyl ketone,100,1,1,1,1,0
22523,1085-12-7,Heptyl p-hydroxybenzoate,658,200,21,14,4,10
25226,24169-02-6,Econazole nitrate,922,480,49,14,8,6
47425,1638-22-8,4-Butylphenol,469,72,20,9,4,5
42169,5116-94-9,Monotridecyl phosphate,404,44,13,9,7,2
41709,5850-86-2,"C.I. Acid Orange 8, monosodium salt",390,47,5,11,5,6
36112,95-38-5,2-(8-Heptadecenyl)-2-imidazoline-1-ethanol,398,159,10,14,8,6
21460,17924-92-4,Zearalenone,747,226,100,12,10,2
41289,4574-04-3,Myristyltrimethylammonium chloride,395,184,26,15,5,10
27198,550-44-7,N-Methylphthalimide,385,1,1,1,1,0
32316,88-04-0,"4-Chloro-3,5-dimethylphenol",721,67,15,7,6,1
42369,81-88-9,Rhodamine B,388,131,14,10,3,7
41252,128-95-0,"1,4-Diaminoanthraquinone",398,82,11,12,7,5
34260,79-57-2,Oxytetracycline,528,63,63,14,14,0
20915,86-87-3,1-Naphthaleneacetic acid,650,6,6,3,3,0
32315,64359-81-5,"4,5-Dichloro-2-octyl-3(2H)-isothiazolone",395,164,15,14,5,9
21804,94-09-7,Benzocaine,651,23,23,6,6,0
41422,87-01-4,7-(Dimethylamino)-4-methylcoumarin,463,107,9,8,4,4
41530,139-88-8,"7-Ethyl-2-methyl-4-undecanolsulfate, sodium salt",542,19,19,6,6,0
23602,110-15-6,Butanedioic acid,910,0,0,0,0,0
40360,163520-33-0,"Ethyl 5,5-diphenyl-2-isoxazoline-3-carboxylate",499,26,26,12,12,0
27246,616-45-5,2-Pyrrolidinone,647,11,11,4,4,0
21959,118-79-6,"2,4,6-Tribromophenol",1035,137,10,16,5,11
26171,29385-43-1,Tolyltriazole,647,14,2,6,2,4
20843,112-63-0,"Methyl (9Z,12Z)-octadecadienoate",781,206,19,20,7,13
29320,21245-02-3,4-(Dimethylamino)benzoic acid 2-ethylhexyl ester,922,49,49,7,7,0
38788,1076-97-7,"1,4-Cyclohexanedicarboxylic acid",385,7,7,5,5,0
25864,156-43-4,4-Ethoxyaniline,652,29,29,7,7,0
27390,1333-39-7,Phenolsulfonic acid,384,5,5,4,4,0
22489,140-10-3,E-Cinnamic acid,491,10,10,2,2,0
27094,142-16-5,Bis(2-ethylhexyl) maleate,753,57,6,7,4,3
41703,25638-17-9,Butylnaphthalenesulfonic acid sodium salt,384,18,8,5,4,1
21240,127-47-9,Retinol acetate,930,126,12,13,4,9
32348,3691-35-8,Chlorophacinone,402,162,49,15,11,4
37749,4638-48-6,5-Chlorosalicylanilide,385,127,26,13,8,5
26997,123-11-5,4-Methoxybenzaldehyde,646,1,1,1,1,0
23159,96-83-3,Iopanoic acid,648,67,3,7,2,5
41611,137-66-6,Ascorbyl palmitate,468,49,7,10,6,4
34324,14816-18-3,Phoxim,724,106,106,12,12,0
44175,8000-34-8,Clove leaf oil,736,81,81,14,14,0
40794,6152-33-6,Sodium 2-phenylphenate tetrahydrate,667,61,6,9,3,6
41715,6625-46-3,"C.I. Acid Violet 12, disodium salt",387,48,0,7,0,7
20683,87-68-3,"Hexachloro-1,3-butadiene",772,92,10,13,4,9
41719,6359-98-4,"C.I. Acid Yellow 17, disodium salt",383,24,1,5,1,4
20814,72-33-3,Mestranol,853,196,95,19,11,8
29162,126-06-7,"3-Bromo-1-chloro-5,5-dimethylhydantoin",382,15,15,6,6,0
22391,520-36-5,Apigenin,736,240,68,12,12,0
29223,1742-14-9,"1,1-Bis(3,4-dimethylphenyl)ethane",406,43,43,9,9,0
25080,108-83-8,Diisobutyl ketone,645,4,4,2,2,0
25436,134-31-6,8-Hydroxyquinoline sulfate,386,100,20,10,6,4
24193,94-81-5,Thitrol,645,13,13,5,5,0
41794,99607-70-2,Cloquintocet-mexyl,399,52,9,10,4,6
20828,150-76-5,4-Methoxyphenol,914,29,29,6,6,0
29154,120-92-3,Cyclopentanone,645,2,2,1,1,0
23193,63-42-3,Lactose,382,1,1,1,1,0
48122,63449-41-2,Benzyl-C8-18-alkyldimethylammonium chlorides,391,186,29,16,7,9
44833,80-27-3,Terpinyl propionate,382,9,9,5,5,0
26922,112-60-7,Tetraethylene glycol,646,14,14,4,4,0
41484,3681-71-8,(3Z)-3-Hexenyl acetate,382,2,2,2,2,0
42007,1323-38-2,Glyceryl monoricinoleate,383,51,51,6,6,0
157932,133052-90-1,Bisindolylmaleimide I,97,69,69,2,2,0
41275,142-18-7,1-Monolaurin,460,36,3,6,1,5
27527,3194-55-6,"1,2,5,6,9,10-Hexabromocyclododecane",757,249,67,18,13,5
26880,111-55-7,"1,2-Ethanediol diacetate",647,5,5,5,5,0
21029,62-75-9,N-Nitrosodimethylamine,959,7,7,4,4,0
21518,110-17-8,Fumaric acid,648,8,8,4,4,0
24046,311-45-5,Paraoxon,658,63,63,9,9,0
26842,110-42-9,Methyl decanoate,644,7,7,5,5,0
24123,69806-40-2,Haloxyfop-methyl,658,60,60,9,9,0
24274,1918-16-7,Propachlor,763,314,62,20,16,4
29755,29387-86-8,"1,2-Propanediol monobutyl ether",381,0,0,0,0,0
20516,57-14-7,"1,1-Dimethylhydrazine",384,5,0,2,0,2
27770,15214-89-8,2-Acrylamido-2-methyl-1-propanesulfonic acid,645,26,1,5,1,4
21980,123-66-0,Ethyl hexanoate,381,4,4,3,3,0
47517,68515-75-3,"Hexanedioic acid, di-C7-9-branched and linear alkyl esters",381,15,0,4,0,4
26488,79-92-5,Camphene,644,3,3,3,3,0
21871,106-48-9,4-Chlorophenol,907,17,17,3,3,0
20688,77-47-4,Hexachlorocyclopentadiene,980,225,14,20,6,14
47594,6149-03-7,Sodium 4-octylbenzenesulfonate,388,54,2,9,2,7
20494,756-79-6,Dimethyl methylphosphonate,651,2,2,1,1,0
23723,77-86-1,Tromethamine,909,4,4,2,2,0
24311,62-74-8,Sodium fluoroacetate,382,2,2,2,2,0
29304,11099-07-3,Glyceryl stearate,381,2,2,2,2,0
35160,127-41-3,alpha-Ionone,381,7,7,1,1,0
29698,7775-27-1,Sodium persulfate,644,6,6,3,3,0
21739,71-23-8,1-Propanol,382,2,2,2,2,0
41247,120-46-7,"1,3-Diphenyl-1,3-propanedione",383,78,78,10,10,0
21977,123-07-9,4-Ethylphenol,647,6,6,3,3,0
24922,124-09-4,"1,6-Hexanediamine",644,11,11,2,2,0
20618,102676-31-3,"4-(5,6,7,8-Tetrahydroimidazo(1,5-a)pyridin-5-yl)benzonitrile monohydrochloride",463,24,24,3,3,0
47696,61791-12-6,Cremophor EL,382,17,17,5,5,0
44537,1323-19-9,Sodium triisopropyl naphthalene sulfonate,384,26,26,5,5,0
22137,928-96-1,(Z)-3-Hexen-1-ol,381,2,2,2,2,0
21403,512-56-1,Trimethyl orthophosphate,647,18,2,3,1,2
32431,87392-12-9,S-Metolachlor,383,44,12,7,4,3
24176,126-98-7,Methacrylonitrile,644,6,1,2,1,1
26080,100-21-0,Terephthalic acid,644,8,8,3,3,0
22421,73-31-4,Melatonin,919,22,22,4,4,0
42379,1112-39-6,Dimethoxydimethylsilane,383,5,5,3,3,0
33371,96-41-3,Cyclopentanol,644,4,4,3,3,0
41957,122-51-0,Ethyl orthoformate,381,2,2,2,2,0
35616,824-39-5,Sodium 2-nitrophenolate,382,3,3,3,3,0
20768,520-18-3,Kaempferol,730,147,59,11,9,2
20690,70-30-4,Hexachlorophene,1120,590,205,22,17,5
29157,122-40-7,alpha-Amylcinnamaldehyde,1023,95,3,17,2,15
26623,98-52-2,4-tert-Butylcyclohexanol,643,7,7,3,3,0
29170,141-79-7,4-Methylpent-3-en-2-one,708,10,10,2,2,0
44571,618-45-1,3-Isopropylphenol,395,13,13,5,5,0
47433,474-86-2,Equilin,598,139,71,16,7,9
42273,2934-05-6,"2,4-Diisopropylphenol",396,69,4,11,2,9
41357,3025-30-7,"Ethyl (2E,4Z)-deca-2,4-dienoate",386,122,13,12,3,9
42454,589-68-4,"(+/-)-2,3-Dihydroxypropyl tetradecanoate",382,12,12,7,7,0
32639,55512-33-9,Pyridate,385,32,32,7,7,0
24255,13684-63-4,Phenmedipham,660,46,46,10,10,0
48208,89-71-4,Methyl 2-methylbenzoate,383,2,2,1,1,0
43915,630-56-8,"17-((1-Oxohexyl)oxy)pregn-4-ene-3,20-dione",724,228,64,11,8,3
20197,22260-51-1,Bromocriptine mesylate,387,76,17,9,4,5
37262,1434-54-4,Pregnenolone carbonitrile,392,25,1,5,1,4
26879,111-49-9,Hexamethyleneimine,643,3,3,3,3,0
35288,33956-49-9,"(8E,10E)-8,10-Dodecadien-1-ol",388,60,11,11,5,6
27826,23386-52-9,Dicyclohexyl sodium sulfosuccinate,643,15,15,5,5,0
25141,140-95-4,"1,3-Dimethylolurea",382,3,3,1,1,0
22109,706-14-9,gamma-Decanolactone,380,6,6,2,2,0
27774,15708-41-5,Ethylenediaminetetraacetic acid ferric sodium salt,907,19,19,5,5,0
21356,52225-20-4,dl-alpha-Tocopheryl acetate,721,3,3,3,3,0
41389,93-08-3,2'-Acetonaphthone,391,10,10,4,4,0
24993,2782-57-2,"Dichloro-1,3,5-triazinetrione",382,4,4,2,2,0
22479,90-00-6,2-Ethylphenol,642,17,3,4,2,2
42426,5138-18-1,Sulfosuccinic acid,380,4,4,2,2,0
26641,99-63-8,"1,3-Benzenedicarbonyl dichloride",647,9,9,6,6,0
34531,23564-06-9,Thiophanate,383,42,8,7,4,3
21640,123-99-9,Nonanedioic acid,905,3,3,2,2,0
37565,55814-41-0,Mepronil,383,35,5,8,3,5
34614,181274-17-9,Flucarbazone-sodium,388,22,3,6,2,4
27721,10081-67-1,4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline,657,63,63,10,10,0
47741,132-65-0,Dibenzothiophene,754,22,22,7,7,0
32654,26644-46-2,"N,N'-Bis(1-formamido-2,2,2-trichloroethyl)piperazine",395,19,19,6,6,0
21602,57-10-3,Hexadecanoic acid,905,14,14,6,6,0
40611,27306-78-1,"3-Oxa-2,4-disilaheptan-1-ol, 2,2,4-trimethyl-4-(trimethylsiloxy)-, monoether with polyethylene glycol",382,91,19,11,6,5
21885,107-41-5,"2-Methyl-2,4-pentanediol",974,13,13,6,6,0
29565,85507-79-5,"1,2-Benzenedicarboxylic acid, diundecyl ester, branched and linear",379,6,6,4,4,0
48210,93-99-2,Phenyl benzoate,642,10,10,5,5,0
28665,68515-48-0,DINP branched,666,9,9,2,2,0
22153,1461-25-2,Tetrabutyltin,396,188,29,11,5,6
21517,110-16-7,Maleic acid,908,8,8,2,2,0
27633,6683-19-8,Irganox 1010,379,12,12,4,4,0
27142,328-84-7,"1,2-Dichloro-4-(trifluoromethyl)benzene",642,4,4,2,2,0
48201,5407-98-7,Cyclobutyl phenyl ketone,379,18,2,5,2,3
20014,520-45-6,Dehydroacetic acid,384,1,1,1,1,0
41663,103-41-3,Benzyl cinnamate,658,37,37,8,8,0
48198,40649-36-3,4-Propylcyclohexanone,379,2,2,2,2,0
21764,78-96-6,1-Amino-2-propanol,379,1,1,1,1,0
42415,657-84-1,Sodium 4-methylbenzenesulfonate,379,2,2,2,2,0
21388,93-76-5,"2,4,5-Trichlorophenoxyacetic acid",755,28,6,9,3,6
26065,129-17-9,"C.I. Acid Blue 1, sodium salt",380,79,7,10,7,3
20005,60-35-5,Acetamide,711,9,9,4,4,0
24194,93-65-2,(+/-)-2-(4-Chloro-2-methylphenoxy)propionic acid,754,7,7,3,3,0
41514,21662-09-9,(4Z)-4-Decenal,391,6,6,3,3,0
31380,496-46-8,Glycoluril,379,8,8,3,3,0
26241,118-56-9,"3,3,5-Trimethylcyclohexyl salicylate",917,76,5,7,4,3
27713,9004-96-0,Poly(oxyethylene) monoleate,381,41,40,8,8,0
42399,14351-66-7,Sodium abietate,381,61,6,8,2,6
26513,85-40-5,"1,2,3,6-Tetrahydrophthalimide",378,1,1,1,1,0
30636,25316-40-9,Doxorubicin hydrochloride,525,222,75,17,8,9
23833,9016-00-6,Poly[oxy(dimethylsilylene)],380,4,4,1,1,0
48206,79098-20-7,4-Chloropentylbenzene,378,10,0,3,0,3
25306,16219-75-3,5-Ethylidene-2-norbornene,643,17,17,5,5,0
22510,1570-64-5,4-Chloro-2-methylphenol,653,21,21,7,7,0
61982,1805-22-7,Perfluoromethylcyclopentane,93,0,0,0,0,0
32309,1929-73-3,"2,4-D-Butotyl",378,9,9,4,4,0
21937,111-70-6,1-Heptanol,750,10,10,4,4,0
52017,3330-15-2,Perfluoro-3-(1H-perfluoroethoxy)propane,93,0,0,0,0,0
36926,335-27-3,"Perfluoro-1,3-dimethylcyclohexane",93,0,0,0,0,0
41653,4707-47-5,Methyl 3-methylorsellinate,460,59,13,9,6,3
34601,67564-91-4,"(2R,6S)-Fenpropimorph",394,65,20,9,6,3
29559,78491-02-8,Diazolidinyl urea,641,4,4,2,2,0
59933,382-28-5,Perfluoro(N-methylmorpholine),93,0,0,0,0,0
41861,762-04-9,Diethyl phosphite,378,2,2,1,1,0
21922,110-73-6,2-(Ethylamino)ethanol,378,3,3,2,2,0
41557,53219-21-9,Dihydromyrcenol,378,6,6,3,3,0
27191,542-92-7,"1,3-Cyclopentadiene",378,0,0,0,0,0
26102,117-08-8,Tetrachlorophthalic anhydride,642,7,7,4,4,0
21483,122-78-1,Phenylacetaldehyde,649,29,29,8,8,0
461880,1005-73-8,"1H,2H-Hexafluorocyclopentene",93,0,0,0,0,0
25216,1321-74-0,Divinylbenzene,378,9,9,3,3,0
44435,51-05-8,Procaine hydrochloride,643,6,6,4,4,0
26514,85-41-6,Phthalimide,641,3,3,2,2,0
29611,120-56-9,Ethylenebis(oxyethylene) dibenzoate,446,19,19,6,6,0
41877,151-05-3,Dimethylbenzylcarbinyl acetate,378,3,3,1,1,0
20359,108-94-1,Cyclohexanone,958,10,10,6,6,0
48183,77756-20-8,(-)-Enterolactone,501,38,38,10,10,0
21943,112-12-9,2-Undecanone,378,3,3,3,3,0
25662,122-57-6,Methyl styryl ketone,641,29,29,3,3,0
29661,3452-97-9,"3,5,5-Trimethyl-1-hexanol",641,4,4,2,2,0
21597,111-71-7,Heptanal,754,30,30,7,7,0
41379,489-01-0,"2,6-Di-tert-butyl-4-methoxyphenol",382,38,6,8,3,5
41955,139-87-7,Ethyl diethanolamine,378,3,3,2,2,0
47611,105-21-5,gamma-Heptalactone,378,0,0,0,0,0
24994,2893-78-9,Sodium dichloroisocyanurate,722,4,4,3,3,0
37745,87-18-3,4-tert-Butylphenyl salicylate,380,41,8,8,3,5
32516,3547-33-9,2-Hydroxyethyl octyl sulfide,380,19,1,4,1,3
61022,699-30-9,Perfluorosuccinic anhydride,93,0,0,0,0,0
29159,123-17-1,"2,6,8-Trimethyl-4-nonanol",644,10,2,5,2,3
44904,28631-66-5,C.I. Acid Blue 22,383,13,13,5,5,0
20292,107-20-0,2-Chloroacetaldehyde,380,38,38,5,5,0
42061,125-12-2,Isobornyl acetate,377,2,2,2,2,0
41920,1559-35-9,2-(2-Ethylhexyloxy)ethanol,377,3,3,3,3,0
26298,108-38-3,m-Xylene,640,7,7,3,3,0
47487,1072-15-7,Sodium nonyl sulfate,379,10,10,3,3,0
42424,59-40-5,Sulfaquinoxaline,643,12,12,5,5,0
32675,35400-43-2,Sulprofos,406,40,40,10,10,0
20144,119-53-9,Benzoin,908,20,20,5,5,0
21931,111-27-3,1-Hexanol,640,1,1,1,1,0
20307,107-30-2,Chloromethyl methyl ether,708,18,18,3,3,0
47473,9016-87-9,Polymethylene polyphenyl polyisocyanate,392,11,11,4,4,0
42325,104-45-0,4-Propylanisole,377,2,2,2,2,0
42086,59227-89-3,Laurocapram,381,62,7,8,2,6
48207,838-85-7,Diphenyl phosphate,379,3,3,2,2,0
42094,23089-26-1,Levomenol,379,29,2,10,2,8
27793,17796-82-6,N-(Cyclohexylthio)phthalimide,643,222,12,13,3,10
32630,1214-39-7,N-Benzyl-1H-purin-6-amine,389,17,0,6,0,6
27877,25550-98-5,Diisodecylphenyl phosphite,380,27,5,6,4,2
20466,105-55-5,"N,N'-Diethylthiourea",640,2,2,2,2,0
29124,95-93-2,"1,2,4,5-Tetramethylbenzene",640,4,4,3,3,0
42074,499-75-2,Isopropyl-o-cresol,393,19,5,6,2,4
23523,2078-54-8,Propofol,908,56,4,9,3,6
22628,29122-68-7,Atenolol,384,1,1,1,1,0
41273,118-47-8,Pyrazolone T,381,4,4,4,4,0
47180,36631-30-8,Triisodecyl trimellitate,377,7,7,3,3,0
22043,499-83-2,"2,6-Pyridinedicarboxylic acid",377,3,3,3,3,0
20354,461-58-5,Cyanoguanidine,639,1,1,1,1,0
20499,127-19-5,"N,N-Dimethylacetamide",660,5,5,4,4,0
32591,16079-88-2,"1-Bromo-3-chloro-5,5-dimethylhydantoin",388,7,7,4,4,0
45400,7681-76-7,Ronidazole,639,1,1,1,1,0
41491,104-54-1,3-Phenyl-2-propen-1-ol,466,9,9,4,4,0
30060,594-20-7,"2,2-Dichloropropane",639,6,6,4,4,0
36288,5333-42-6,2-Octyl-1-dodecanol,641,3,3,3,3,0
20047,57-06-7,Allyl isothiocyanate,720,9,9,4,4,0
27356,1067-53-4,Tris(2-methoxyethoxy)vinylsilane,640,12,12,3,3,0
32579,64700-56-7,Triclopyr 2-butoxyethyl ester,376,7,7,4,4,0
27656,7659-86-1,2-Ethylhexyl thioglycolate,643,22,22,4,4,0
42491,2761-24-2,Triethoxypentylsilane,376,8,8,3,3,0
27377,1300-73-8,Dimethylaniline,487,18,18,7,7,0
20384,50-02-2,Dexamethasone,357,30,30,7,7,0
47185,94-46-2,Isopentyl benzoate,376,2,2,1,1,0
34005,5329-14-6,Sulfamic acid,639,4,4,4,4,0
47033,17465-86-0,gamma-Cyclodextrin,378,2,2,1,1,0
44788,120-18-3,Naphthalene-2-sulfonic acid,377,15,1,4,1,3
22480,620-17-7,3-Ethylphenol,643,7,7,3,3,0
26285,120-14-9,Veratraldehyde,639,11,11,3,3,0
26496,80-26-2,alpha-Terpinyl acetate,749,49,1,11,1,10
25688,110-91-8,Morpholine,639,1,1,1,1,0
32412,81405-85-8,Imazamethabenz-methyl,376,5,5,3,3,0
35175,525-79-1,Kinetin,388,5,5,3,3,0
41267,1569-02-4,1-Ethoxy-2-propanol,376,4,4,2,2,0
24049,35367-38-5,Diflubenzuron,642,16,4,5,2,3
